time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/approx_kl,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction
1634,119,974848,790.23,596,594.99632618,0.8507958054542542,1180,-0.029460614718846045,7.271909236907959,0.014942522,10.077581464499236,-19.143657875061034,1.1975177526474,0.0003,0.2,0.19422607421875
1644,120,983040,809.2,597,611.5300553,0.8937020301818848,1190,-0.036049623993312706,5.308976173400879,0.026830398,6.333976602554321,-19.16746469736099,1.2002745866775513,0.0003,0.2,0.2888671875
1655,121,991232,807.59,598,611.16985914,0.8542251586914062,1200,-0.028305345929038595,5.8167033195495605,0.030792272,9.282576993107796,-19.206167286634447,1.2050238847732544,0.0003,0.2,0.28997802734375
1666,122,999424,817.37,599,620.82057491,0.9156840443611145,1210,-0.03386577166820644,6.422150611877441,0.015939688,13.192965686321259,-19.243550062179565,1.208276629447937,0.0003,0.2,0.18543701171875
1677,123,1007616,803.56,600,612.0843432,0.8998088836669922,1220,-0.03270824933424592,16.067649841308594,0.014618757,18.737397700548172,-19.265531849861144,1.2101104259490967,0.0003,0.2,0.18653564453125
1687,124,1015808,779.5,601,591.7517143,0.9173066020011902,1230,-0.03688895732339006,6.544548034667969,0.01588167,17.073293629288674,-19.29963960647583,1.2145838737487793,0.0003,0.2,0.18834228515625
1697,125,1024000,774.75,603,589.32896232,0.882744312286377,1240,-0.036234520105062985,8.253060340881348,0.016563773,22.8470839291811,-19.33449767231941,1.2172610759735107,0.0003,0.2,0.19815673828125
1708,126,1032192,793.51,604,606.03019133,0.8309644460678101,1250,-0.0365514074699604,4.406758785247803,0.021853723,13.006979179382324,-19.36791937351227,1.220460057258606,0.0003,0.2,0.2555908203125
1718,127,1040384,790.73,605,605.3536371499999,0.7475150227546692,1260,-0.03227115443805815,1.8208162784576416,0.06022656,6.6998736068606375,-19.42431121468544,1.226755976676941,0.0003,0.2,0.46539306640625
1728,128,1048576,783.61,606,600.1572067000001,0.8257968425750732,1270,-0.028526364300341812,5.37566614151001,0.02020801,10.854284071922303,-19.45521045923233,1.2294878959655762,0.0003,0.2,0.2680908203125
1739,129,1056768,790.61,607,606.35827147,0.8939223289489746,1280,-0.0332787364237447,3.082690954208374,0.020155052,11.007865419238806,-19.483147537708284,1.2315179109573364,0.0003,0.2,0.2239990234375
1749,130,1064960,798.91,608,615.13761712,0.8540184497833252,1290,-0.0343118220960605,3.6552281379699707,0.029191002,7.723233682662249,-19.509149569272996,1.2344927787780762,0.0003,0.2,0.30008544921875
1760,131,1073152,800.71,609,616.43525203,0.021208524703979492,1300,-0.040619608934503046,2.062476396560669,0.057481706,4.14765665307641,-19.560785418748857,1.2406750917434692,0.0003,0.2,0.483251953125
1770,132,1081344,806.26,610,622.17110145,0.8934342265129089,1310,-0.02905633277114248,6.190029144287109,0.014560852,11.834077624976635,-19.59133935570717,1.2435063123703003,0.0003,0.2,0.18863525390625
